ID	Household_Size	Number_of_Vehicles	Income	Proximity_to_Public_Transportation	Presence_of_Children	Trips
5675	4	2	64.191	4.2	1	2
5676	2	1	72.892	0.3	0	3
5677	3	1	76.635	0.5	1	3
5678	3	2	79.952	0.6	1	4
5679	5	0	83.919	0.7	1	4
5680	1	1	67.686	0.9	0	2
5681	3	2	73.74	1.1	1	4
5682	2	0	77.3	1.3	0	2
5683	4	1	80.65	1.5	1	3
5684	2	2	84.986	1.9	0	3
5685	3	1	69.521	2.6	1	2
5686	3	1	74.521	4.6	1	1
5687	5	2	77.956	0.1	1	5
5688	2	0	81.379	0.3	0	2
5689	3	1	86.281	0.5	1	4
5690	2	2	70.858	0.6	0	3
5691	4	1	75.256	0.7	1	4
5692	2	1	78.613	0.9	1	3
5693	4	2	82.153	1.1	1	4
5694	3	1	88.022	1.3	1	3
5695	6	1	71.949	1.6	1	4
5696	1	3	75.957	2	0	2
5697	3	0	79.276	2.7	1	2
5698	2	1	82.99	0.2	0	3
5699	4	1	91.088	0.4	1	4
5700	2	0	65.223	0.5	0	2
5701	3	1	73.068	0.6	1	3
5702	2	2	76.769	0.8	0	3
5703	4	1	80.089	0.9	1	4
5704	2	1	84.119	1.1	0	3
5705	3	2	68.118	1.3	1	3
5706	2	0	73.901	1.6	0	2
5707	4	1	77.431	2	1	3
5708	2	2	80.792	2.8	0	2
5709	3	1	85.223	0.2	1	4
5710	3	1	69.816	0.4	1	3
5711	5	2	74.671	0.5	1	4
5712	1	1	78.088	0.6	0	2
5713	3	1	81.53	0.8	1	3
5714	2	3	86.582	0.9	0	3
5715	4	0	71.091	1.1	1	3
5716	2	1	75.398	1.3	0	3
5717	3	2	78.745	1.6	1	4
5718	3	1	82.315	2.1	1	3
5719	5	1	88.47	2.9	1	3
5720	2	2	72.147	0.2	0	3
5721	3	1	76.094	0.4	1	3
5722	2	1	79.41	0.5	0	3
5723	4	3	83.168	0.6	1	4
5724	2	0	92.249	0.8	0	2
5725	4	1	66.01	0.9	1	3
5726	3	2	73.241	1.1	1	4
5727	6	0	76.902	1.4	1	4
5728	1	1	80.228	1.7	0	2
5729	3	2	84.326	2.1	1	4
5730	2	1	68.511	3	1	2
5731	4	1	74.059	0.2	1	3
5732	2	2	77.563	0.4	0	3
5733	3	0	80.937	0.5	1	3
5734	3	1	85.469	0.7	1	3
5735	5	2	70.096	0.8	1	4
5736	2	1	74.82	1	0	3
5737	3	1	78.219	1.1	1	3
5738	2	2	81.682	1.4	0	3
5739	4	1	86.903	1.7	1	4
5740	2	1	71.317	2.2	0	2
5741	3	3	75.54	3.2	1	3
5742	3	0	78.877	0.3	1	3
5743	6	1	82.479	0.4	1	5
5744	2	2	88.973	0.5	1	3
5745	3	1	72.34	0.7	1	3
5746	2	1	76.231	0.8	0	3
5747	4	2	79.544	1	1	4
5748	2	1	83.349	1.2	1	3
5749	3	1	94.184	1.4	1	3
5750	3	3	59.994	1.7	1	3
5751	5	0	72.566	2.2	1	3
5752	2	1	76.393	3.3	0	1
5753	3	1	79.706	0.3	1	4
5754	2	0	83.572	0.4	1	3
5755	4	1	66.77	0.6	1	3
5756	2	2	73.444	0.7	0	3
5757	4	1	77.062	0.8	1	4
5758	3	1	80.395	1	1	3
5759	7	2	84.582	1.2	1	6
5760	1	0	68.941	1.4	0	1
5761	3	1	74.246	1.8	1	3
5762	2	2	77.72	2.3	0	2
5763	4	1	81.112	3.5	1	2
5764	2	1	85.78	0.3	0	3
5765	3	2	70.413	0.4	1	4
5766	2	1	74.996	0.6	0	3
5767	4	1	78.376	0.7	1	5
5768	2	2	81.868	0.8	1	3
5769	3	0	87.318	1	1	3
5770	2	1	71.577	1.2	0	2
5771	4	2	75.708	1.5	1	4
5772	2	1	79.036	1.8	0	3
5773	3	1	82.68	2.4	1	3
5774	3	2	89.677	3.7	1	2
5775	5	1	63.012	0.3	1	4
5776	1	1	72.749	0.4	0	2
5777	3	3	76.528	0.6	1	4
5778	2	0	79.842	0.7	0	3
5779	4	1	83.763	0.9	1	4
5780	2	1	67.305	1	0	2
5781	3	0	73.609	1.2	1	3
5782	3	1	77.194	1.5	1	3
5783	5	2	80.536	1.9	1	4
5784	2	1	84.803	2.4	0	2
5785	3	1	69.272	3.9	1	2
5786	2	2	74.4	0.3	0	3
5787	4	0	77.852	0.5	1	3
5788	2	1	81.26	0.6	0	3
5789	4	2	86.052	0.7	1	4
5790	3	1	70.664	0.9	1	3
5791	6	1	75.141	1	1	4
5792	1	2	78.508	1.2	0	2
5793	3	1	82.025	1.5	1	3
5794	2	1	87.695	1.9	0	3
5795	4	3	71.786	2.5	1	3
5796	2	0	75.847	4.2	0	1
5797	3	1	79.169	0.3	1	4
5798	3	2	82.851	0.5	1	3
5799	5	1	90.389	0.6	1	4
5800	2	1	64.426	0.7	0	3
5801	3	2	72.928	0.9	1	4
5802	2	1	76.662	1.1	0	3
5803	4	1	79.979	1.3	1	4
5804	2	3	83.959	1.5	1	3
5805	3	0	67.776	1.9	1	3
5806	3	1	73.772	2.6	1	3
5807	6	2	77.326	4.6	1	3
5808	1	0	80.678	0.1	0	2
5809	3	1	85.033	0.3	1	4
5810	2	2	69.581	0.5	0	3
5811	4	1	74.551	0.6	1	4
5812	2	1	77.983	0.7	0	3
5813	3	2	81.409	0.9	1	3
5814	3	0	86.34	1.1	1	3
5815	5	1	70.905	1.3	1	4
5816	2	2	75.284	1.6	0	3
5817	3	1	78.639	2	1	3
5818	2	1	82.185	2.7	0	2
5819	4	2	88.108	0.2	1	5
5820	2	1	71.989	0.4	0	3
5821	4	1	75.985	0.5	1	4
5822	3	3	79.302	0.6	1	4
5823	7	0	83.026	0.8	1	5
5824	1	1	91.289	0.9	0	3
5825	3	2	65.396	1.1	1	4
5826	2	1	73.103	1.3	1	3
5827	4	1	76.796	1.6	1	3
5828	2	2	80.117	2	0	2
5829	3	1	84.16	2.8	1	3
5830	3	1	68.199	0.2	1	3
5831	5	3	73.933	0.4	1	5
5832	2	0	77.458	0.5	0	3
5833	3	1	80.821	0.6	1	4
5834	2	1	85.271	0.8	0	3
5835	4	0	69.873	0.9	1	4
5836	2	1	74.701	1.1	1	3
5837	3	2	78.114	1.3	1	3
5838	3	1	81.56	1.6	1	3
5839	5	1	86.645	2.1	1	4
5840	1	2	71.137	2.9	0	2
5841	3	0	75.427	0.2	1	3
5842	2	1	78.771	0.4	0	3
5843	4	2	82.347	0.5	1	4
5844	2	0	88.565	0.6	0	3
5845	3	1	72.186	0.8	1	3
5846	3	2	76.122	0.9	1	3
5847	5	1	79.436	1.1	1	4
5848	2	1	83.204	1.4	0	3
5849	3	2	92.545	1.7	1	4
5850	2	0	66.148	2.1	0	2
5851	4	1	73.275	3	1	3
5852	2	2	76.929	0.2	0	3
5853	4	1	80.256	0.4	1	4
5854	3	1	84.368	0.5	1	3
5855	6	2	68.585	0.7	1	4
5856	1	1	74.091	0.8	0	2
5857	3	1	77.589	1	1	3
5858	2	3	80.966	1.2	0	3
5859	4	0	85.52	1.4	1	4
5860	2	1	70.15	1.7	0	2
5861	3	1	74.849	2.2	1	3
5862	3	0	78.245	3.2	1	2
5863	5	1	81.713	0.3	1	4
5864	2	2	86.97	0.4	0	3
5865	3	1	71.361	0.5	1	4
5866	2	1	75.568	0.7	0	3
5867	4	2	78.903	0.8	1	4
5868	2	0	82.512	1	0	2
5869	4	1	89.081	1.2	1	4
5870	3	2	72.378	1.4	1	3
5871	6	1	76.258	1.7	1	4
5872	2	1	79.571	2.3	0	3
5873	3	2	83.386	3.3	1	2
5874	2	1	94.816	0.3	0	3
5875	4	1	60.943	0.4	1	4
5876	2	3	72.603	0.6	1	4
5877	3	0	76.42	0.7	1	3
5878	3	1	79.733	0.8	1	4
5879	5	2	83.61	1	1	4
5880	2	1	66.883	1.2	0	2
5881	3	1	73.477	1.4	1	3
5882	2	2	77.088	1.8	0	2
5883	4	1	80.423	2.3	1	3
5884	2	1	84.625	3.5	0	2
5885	4	3	69.009	0.3	1	4
5886	3	0	74.277	0.4	1	4
5887	8	1	77.747	0.6	1	6
5888	1	1	81.141	0.7	0	2
5889	3	0	85.833	0.8	1	3
5890	2	1	70.464	1	0	3
5891	4	2	75.025	1.2	1	4
5892	2	1	78.403	1.5	0	3
5893	3	1	81.899	1.8	1	3
5894	2	2	87.391	2.4	0	3
5895	4	0	71.619	3.7	1	2
5896	2	1	75.736	0.3	0	3
5897	3	2	79.062	0.4	1	4
5898	2	1	82.714	0.6	0	3
5899	4	1	89.809	0.7	1	4
5900	2	2	63.354	0.9	1	3
5901	3	1	72.785	1	1	3
5902	3	1	76.555	1.2	1	3
5903	5	3	79.87	1.5	1	4
5904	1	0	83.802	1.9	0	2
5905	3	1	67.403	2.5	1	2
5906	2	2	73.642	4	0	1
5907	4	1	77.22	0.3	1	4
5908	2	1	80.564	0.5	0	3
5909	3	2	84.848	0.6	1	4
5910	3	1	69.335	0.7	1	3
5911	5	1	74.43	0.9	1	4
5912	2	3	77.878	1	0	3
5913	3	0	81.289	1.3	1	3
5914	2	1	86.109	1.5	0	2
5915	4	1	70.713	1.9	1	4
5916	2	0	75.17	2.5	0	2
5917	4	1	78.534	4.3	1	2
5918	3	2	82.057	0.3	1	4
5919	6	1	87.775	0.5	1	5
5920	1	1	71.827	0.6	0	2
5921	3	2	75.874	0.7	1	3
5922	2	0	79.196	0.9	1	2
5923	4	1	82.886	1.1	1	3
5924	2	2	90.551	1.3	0	3
5925	3	0	64.645	1.5	1	3
5926	3	1	72.963	1.9	1	3
5927	5	2	76.689	2.6	1	4
5928	2	1	80.007	4.7	0	1
5929	3	1	83.999	0.1	1	3
5930	2	2	67.864	0.3	0	3
5931	4	0	73.805	0.5	1	3
5932	2	1	77.352	0.6	0	3
5933	3	2	80.707	0.7	1	4
5934	3	1	85.08	0.9	1	3
5935	5	1	69.641	1.1	1	4
5936	1	2	74.582	1.3	0	3
5937	3	1	78.009	1.6	1	3
5938	2	1	81.439	2	0	3
5939	4	3	86.4	2.7	1	3
5940	2	0	70.952	0.2	1	3
5941	3	1	75.313	0.4	1	3
5942	3	1	78.666	0.5	1	3
5943	5	0	82.217	0.6	1	4
5944	2	1	88.196	0.8	0	3
5945	3	2	72.029	0.9	1	3
5946	2	1	76.012	1.1	0	3
5947	4	1	79.329	1.3	1	4
5948	2	2	83.061	1.6	0	3
5949	4	0	91.502	2	1	3
5950	3	1	65.56	2.8	1	2
5951	7	2	73.138	0.2	1	5
5952	1	1	76.823	0.4	0	2
5953	3	1	80.145	0.5	1	4
5954	2	2	84.201	0.6	0	3
5955	4	1	68.279	0.8	1	4
5956	2	1	73.964	0.9	1	3
5957	3	3	77.484	1.1	1	3
5958	2	0	80.85	1.3	0	3
5959	5	1	85.32	1.6	1	4
5960	2	2	69.93	2.1	0	2
5961	3	1	74.731	2.9	1	2
5962	2	1	78.14	0.2	0	3
5963	4	2	81.59	0.4	1	4
5964	2	1	86.708	0.5	0	3
5965	3	1	71.182	0.6	1	3
5966	3	3	75.455	0.8	1	4
5967	5	0	78.798	0.9	1	4
5968	1	1	82.38	1.1	0	2
5969	3	1	88.663	1.4	1	3
5970	2	0	72.225	1.7	0	2
5971	4	1	76.149	2.1	1	3
5972	2	2	79.463	3	0	2
5973	3	1	83.24	0.2	1	4
5974	3	1	92.874	0.4	1	4
5975	5	2	66.281	0.5	1	4
5976	2	0	73.309	0.7	0	3
5977	3	1	76.956	0.8	1	4
5978	2	2	80.283	1	0	3
5979	4	1	84.41	1.2	1	3
5980	2	1	68.659	1.4	0	2
5981	4	2	74.122	1.7	1	4
5982	3	1	77.615	2.2	1	3
5983	6	1	80.995	3.2	1	3
5984	1	3	85.571	0.3	0	2
5985	3	0	70.203	0.4	1	3
5986	2	1	74.879	0.5	0	3
5987	4	2	78.271	0.7	1	4
5988	2	1	81.744	0.8	0	3
5989	3	1	87.037	1	1	3
5990	3	2	71.404	1.2	1	3
5991	5	1	75.596	1.4	1	4
5992	2	1	78.93	1.7	0	3
5993	3	3	82.546	2.3	1	3
5994	2	0	89.193	3.3	0	1
5995	4	1	72.416	0.3	1	4
5996	2	1	76.285	0.4	0	3
5997	4	0	79.598	0.6	1	4
5998	3	1	83.423	0.7	1	3
5999	6	2	95.66	0.8	1	5
6000	2	1	61.63	1	0	2
6001	3	1	72.639	1.2	1	3
6002	2	2	76.447	1.4	0	3
6003	4	0	79.761	1.8	1	3
6004	2	1	83.648	2.3	0	2
6005	3	2	66.993	3.5	1	2
6006	3	1	73.51	0.3	1	3
6007	5	1	77.115	0.4	1	4
6008	2	2	80.451	0.6	0	3
6009	3	1	84.669	0.7	1	4
6010	2	1	69.076	0.8	0	2
6011	4	2	74.308	1	1	4
6012	2	0	77.773	1.2	0	2
6013	4	1	81.171	1.5	1	3
6014	3	2	85.887	1.8	1	4
6015	7	1	70.515	2.4	1	5
6016	1	1	75.054	3.7	0	1
6017	3	2	78.429	0.3	1	4
6018	2	1	81.931	0.4	0	3
6019	4	1	87.465	0.6	1	4
6020	2	3	71.661	0.7	0	3
6021	3	0	75.763	0.9	1	3
6022	2	1	79.089	1	0	2
6023	4	1	82.748	1.2	1	3
6024	2	0	89.945	1.5	1	2
6025	3	1	63.66	1.9	1	3
6026	2	2	72.821	2.5	0	2
6027	4	1	76.582	4	1	2
6028	2	1	79.897	0.3	0	4
6029	3	2	83.841	0.5	1	4
6030	3	0	67.5	0.6	1	3
6031	5	1	73.675	0.7	1	4
6032	1	2	77.247	0.9	0	2
6033	3	1	80.593	1	1	3
6034	2	1	84.894	1.3	1	3
6035	4	2	69.398	1.5	1	4
6036	2	1	74.461	1.9	0	2
6037	3	1	77.904	2.5	1	3
6038	3	3	81.319	4.3	1	2
6039	5	0	86.166	0.3	1	4
6040	2	1	70.762	0.5	0	3
6041	3	2	75.198	0.6	1	4
6042	2	1	78.56	0.7	0	3
6043	4	1	82.089	0.9	1	4
6044	2	2	87.856	1.1	0	3
6045	4	1	71.868	1.3	1	4
6046	3	1	75.902	1.6	1	3
6047	6	3	79.222	1.9	1	4
6048	1	0	82.921	2.6	0	1
6049	3	1	90.721	4.7	1	1
6050	2	2	64.849	0.1	0	3
6051	4	0	72.998	0.3	1	4
6052	2	1	76.716	0.5	0	3
6053	3	2	80.034	0.6	1	3
6054	3	1	84.039	0.8	1	3
6055	5	1	67.95	0.9	1	4
6056	2	2	73.837	1.1	0	3
6057	3	0	77.379	1.3	1	3
6058	2	1	80.735	1.6	1	3
6059	4	2	85.127	2	1	4
6060	2	1	69.7	2.7	0	2
6061	3	1	74.612	0.2	1	3
6062	3	2	78.035	0.4	1	4
6063	6	1	81.469	0.5	1	4
6064	1	1	86.46	0.6	0	2
6065	3	3	70.999	0.8	1	4
6066	2	0	75.341	0.9	0	3
6067	4	1	78.692	1.1	1	4
6068	2	2	82.25	1.3	0	3
6069	3	1	88.285	1.6	1	3
6070	3	1	72.068	2	1	3
6071	5	2	76.039	2.8	1	3
6072	2	1	79.356	0.2	0	3
6073	3	1	83.096	0.4	1	4
6074	2	3	91.732	0.5	0	4
6075	4	0	65.717	0.6	1	3
6076	2	1	73.172	0.8	0	3
6077	4	1	76.849	0.9	1	4
6078	3	0	80.172	1.1	1	3
6079	7	1	84.242	1.3	1	4
6080	1	2	68.358	1.6	0	2
6081	3	1	73.996	2.1	1	3
6082	2	1	77.51	2.9	0	2
6083	4	2	80.879	0.2	1	4
6084	2	0	85.369	0.4	1	3
6085	3	1	69.986	0.5	1	3
6086	3	2	74.761	0.7	1	4
6087	5	0	78.166	0.8	1	4
6088	2	1	81.621	0.9	0	2
6089	3	2	86.772	1.1	1	4
6090	2	1	71.227	1.4	0	2
6091	4	1	75.483	1.7	1	3
6092	2	2	78.824	2.1	0	2
6093	3	0	82.413	3.1	1	2
6094	3	1	88.764	0.2	1	4
6095	5	2	72.263	0.4	1	4
6096	1	1	76.176	0.5	0	3
6097	3	1	79.49	0.7	1	3
6098	2	2	83.276	0.8	0	3
6099	4	1	93.246	1	1	4
6100	2	1	66.41	1.2	0	2
6101	3	3	73.343	1.4	1	3
6102	3	0	76.982	1.7	1	3
6103	5	1	80.311	2.2	1	3
6104	2	1	84.452	3.2	0	2
6105	3	0	68.731	0.3	1	3
6106	2	1	74.153	0.4	0	3
6107	4	2	77.642	0.5	1	4
6108	2	1	81.024	0.7	0	3
6109	4	1	85.622	0.8	1	4
6110	3	2	70.257	1	1	4
6111	6	0	74.908	1.2	1	4
6112	1	1	78.297	1.4	0	2
6113	3	2	81.775	1.7	1	3
6114	2	1	87.106	2.3	0	2
6115	4	1	71.448	3.4	1	2
6116	2	2	75.624	0.3	0	3
6117	3	1	78.956	0.4	1	4
6118	3	1	82.579	0.6	1	4
6119	5	3	89.308	0.7	1	5
6120	2	0	72.454	0.8	1	2
6121	3	1	76.312	1	1	3
6122	2	2	79.625	1.2	0	3
6123	4	1	83.46	1.4	1	3
6124	2	1	96.972	1.8	0	3
6125	4	2	62.172	2.3	1	3
6126	3	1	72.676	3.5	1	2
6127	6	1	76.474	0.3	1	5
6128	2	3	79.788	0.4	0	4
6129	3	0	83.686	0.6	1	3
6130	2	1	67.1	0.7	0	3
6131	4	1	73.543	0.8	1	4
6132	2	0	77.141	1	0	2
6133	3	1	80.48	1.2	1	4
6134	3	2	84.714	1.5	1	3
6135	5	1	69.142	1.8	1	4
6136	2	1	74.339	2.4	0	2
6137	3	2	77.799	3.8	1	2
6138	2	0	81.2	0.3	0	3
6139	4	1	85.942	0.4	1	4
6140	2	2	70.565	0.6	0	3
6141	4	1	75.083	0.7	1	4
6142	3	1	78.455	0.9	1	3
6143	8	2	81.962	1	1	6
6144	1	1	87.541	1.2	0	2
6145	3	1	71.703	1.5	1	3
6146	2	3	75.791	1.9	0	3
6147	4	0	79.116	2.5	1	3
6148	2	1	82.782	4	0	1
6149	3	2	90.087	0.3	1	4
6150	2	1	63.937	0.5	0	3
6151	4	1	72.857	0.6	1	4
6152	2	2	76.609	0.7	0	3
6153	3	1	79.924	0.9	1	3
6154	2	1	83.88	1	0	3
6155	4	3	67.594	1.3	1	4
6156	2	0	73.707	1.5	0	2
6157	3	1	77.273	1.9	1	2
6158	3	1	80.621	2.5	1	3
6159	5	0	84.94	4.3	1	2
6160	1	1	69.46	0.3	0	2
6161	3	2	74.491	0.5	1	4
6162	2	1	77.93	0.6	1	3
6163	4	1	81.349	0.7	1	4
6164	2	2	86.223	0.9	1	4
6165	3	0	70.81	1.1	1	3
6166	3	1	75.227	1.3	1	3
6167	5	2	78.587	1.6	1	4
6168	2	0	82.121	2	0	2
6169	3	1	87.938	2.6	1	3
6170	2	2	71.908	4.8	0	1
6171	4	1	75.929	0.1	1	4
6172	2	1	79.249	0.3	1	3
6173	4	2	82.955	0.5	1	4
6174	3	0	90.899	0.6	1	4
6175	6	1	65.042	0.8	1	5
6176	1	2	73.033	0.9	0	3
6177	3	1	76.743	1.1	1	3
6178	2	1	80.062	1.3	0	3
6179	4	2	84.079	1.6	1	4
6180	2	1	68.035	2	0	2
6181	3	1	73.869	2.7	1	2
6182	3	3	77.405	0.2	1	4
6183	5	0	80.764	0.4	1	5
6184	2	1	85.175	0.5	0	4
6185	3	1	69.758	0.6	1	3
6186	2	0	74.641	0.8	0	2
6187	4	1	78.061	0.9	1	4
6188	2	2	81.499	1.1	0	3
6189	3	1	86.521	1.3	1	3
6190	3	1	71.045	1.6	1	3
6191	5	2	75.37	2	1	4
6192	1	0	78.718	2.8	0	1
6193	3	1	82.282	0.2	1	4
6194	2	2	88.376	0.4	0	3
6195	4	1	72.108	0.5	1	4
6196	2	1	76.067	0.6	1	3
6197	3	2	79.383	0.8	1	4
6198	3	1	83.132	0.9	1	4
6199	5	1	91.979	1.1	1	4
6200	2	3	65.866	1.3	0	3
6201	3	0	73.207	1.6	1	3
6202	2	1	76.876	2.1	0	2
6203	4	2	80.2	2.9	1	3
6204	2	1	84.284	0.2	0	3
6205	4	1	68.435	0.4	1	4
6206	3	2	74.028	0.5	1	4
6207	6	1	77.537	0.7	1	4
6208	1	1	80.908	0.8	0	2
6209	3	3	85.419	1	1	4
6210	2	0	70.041	1.1	0	2
6211	4	1	74.79	1.4	1	4
6212	2	2	78.193	1.7	0	3
6213	3	0	81.652	2.2	1	2
6214	2	1	86.837	3.1	0	2
6215	4	2	71.272	0.2	1	4
6216	2	1	75.511	0.4	0	3
6217	3	1	78.85	0.5	1	4
6218	2	2	82.446	0.7	1	4
6219	4	0	88.867	0.8	1	4
6220	2	1	72.302	1	0	3
6221	3	2	76.203	1.2	1	3
6222	3	1	79.517	1.4	1	3
6223	5	1	83.312	1.7	1	4
6224	1	2	93.675	2.2	0	2
6225	3	1	66.534	3.2	1	2
6226	2	1	73.377	0.3	0	3
6227	4	3	77.009	0.4	1	4
6228	2	0	80.339	0.5	0	2
6229	3	1	84.495	0.7	1	4
6230	3	2	68.802	0.8	1	4
6231	5	1	74.184	1	1	4
6232	2	1	77.668	1.2	1	3
6233	3	2	81.053	1.4	1	3
6234	2	1	85.674	1.8	0	3
6235	4	1	70.309	2.3	1	3
6236	2	3	74.937	3.4	1	2
6237	4	0	78.324	0.3	1	4
6238	3	1	81.806	0.4	1	4
6239	6	1	87.176	0.6	1	5
6240	1	0	71.491	0.7	0	2
6241	3	1	75.652	0.8	1	4
6242	2	2	78.983	1	0	3
6243	4	1	82.613	1.2	1	4
6244	2	1	89.427	1.4	0	2
6245	3	2	72.491	1.8	1	3
6246	3	0	76.339	2.3	1	2
6247	5	1	79.652	3.6	1	3
6248	2	2	83.497	0.3	0	3
6249	3	1	100.717	0.4	1	4
6250	2	1	54.095	0.6	0	2
6251	4	2	72.5	0.7	1	4
6252	2	1	76.346	0.8	0	3
6253	3	1	79.659	1	1	3
6254	3	2	83.506	1.2	1	4
6255	6	0	66.563	1.5	1	4
6256	2	1	73.385	1.8	0	2
6257	3	2	77.015	2.4	1	3
6258	2	1	80.346	3.8	0	1
6259	4	1	84.506	0.3	1	4
6260	2	2	68.819	0.4	0	3
6261	3	1	74.192	0.6	1	3
6262	3	1	77.674	0.7	1	4
6263	5	3	81.06	0.9	1	5
6264	2	0	85.687	1	0	3
6265	3	1	70.322	1.2	1	3
6266	2	1	74.944	1.5	0	2
6267	4	0	78.33	1.9	1	3
6268	2	1	81.813	2.5	0	2
6269	4	2	87.192	4	1	3
6270	3	1	71.501	0.3	1	4
6271	7	1	75.659	0.5	1	5
6272	1	2	78.989	0.6	0	3
6273	3	0	82.621	0.7	1	3
6274	2	1	89.456	0.9	0	3
6275	4	2	62.288	1	1	4
6276	2	1	72.685	1.3	0	3
6277	3	1	76.481	1.5	1	3
6278	2	2	79.794	1.9	0	3
6279	4	1	83.695	2.6	1	3
6280	2	1	67.125	4.4	0	0
6281	3	3	73.551	0.3	1	4
6282	2	0	77.147	0.5	0	3
6283	4	1	80.486	0.6	1	4
6284	2	2	84.724	0.7	0	3
6285	3	1	69.158	0.9	1	3
6286	3	1	74.346	1.1	1	3
6287	5	2	77.805	1.3	1	5
6288	1	1	81.207	1.6	0	2
6289	3	1	85.955	2	1	3
6290	2	3	70.577	2.6	0	2
6291	4	0	75.09	4.8	1	1
6292	2	1	78.461	0.1	0	3
6293	3	2	81.97	0.4	1	4
6294	3	0	87.559	0.5	1	3
6295	5	1	71.713	0.6	1	4
6296	2	2	75.798	0.8	0	3
6297	3	1	79.122	0.9	1	4
6298	2	1	82.791	1.1	0	3
6299	4	2	90.122	1.3	1	4
6300	2	0	64	1.6	0	2
6301	4	1	72.865	2	1	3
6302	3	2	76.615	2.7	1	3
6303	6	1	79.931	0.2	1	5
6304	1	1	83.889	0.4	0	2
6305	3	2	67.616	0.5	1	3
6306	2	1	73.715	0.6	0	3
6307	4	1	77.28	0.8	1	4
6308	2	3	80.628	0.9	0	3
6309	3	0	84.951	1.1	1	3
6310	3	1	69.474	1.3	1	3
6311	5	2	74.498	1.6	1	4
6312	2	1	77.937	2.1	0	2
6313	3	1	81.356	2.8	1	3
6314	2	2	86.237	0.2	0	3
6315	4	1	70.822	0.4	1	4
6316	2	1	75.234	0.5	0	3
6317	3	3	78.593	0.6	1	4
6318	3	0	82.129	0.8	1	3
6319	5	1	87.958	0.9	1	5
6320	1	1	71.918	1.1	0	3
6321	3	0	75.936	1.3	1	3
6322	2	1	79.255	1.7	0	3
6323	4	2	82.964	2.1	1	4
6324	2	1	90.944	3	0	2
6325	3	1	65.086	0.2	1	4
6326	3	2	73.042	0.4	1	4
6327	5	0	76.749	0.5	1	4
6328	2	1	80.068	0.7	1	3
6329	3	2	84.089	0.8	1	3
6330	2	0	68.055	1	0	2
6331	4	1	73.876	1.1	1	4
6332	2	2	77.411	1.4	0	2
6333	4	1	80.771	1.7	1	3
6334	3	1	85.186	2.2	1	3
6335	7	2	69.772	3.1	1	4
6336	1	0	74.649	0.2	0	2
6337	3	1	78.068	0.4	1	4
6338	2	2	81.507	0.5	0	3
6339	4	1	86.535	0.7	1	4
6340	2	1	71.057	0.8	0	3
6341	3	2	75.377	1	1	3
6342	3	1	78.725	1.2	1	4
6343	5	1	82.29	1.4	1	4
6344	2	3	88.399	1.7	0	3
6345	3	0	72.117	2.2	1	2
6346	2	1	76.073	3.2	0	1
6347	4	1	79.389	0.3	1	4
6348	2	0	83.141	0.4	0	3
6349	3	1	92.042	0.5	1	4
6350	3	2	65.901	0.7	1	4
6351	5	1	73.215	0.8	1	4
6352	1	1	76.882	1	0	2
6353	3	2	80.207	1.2	1	3
6354	2	0	84.294	1.4	0	2
6355	4	1	68.453	1.8	1	3
6356	2	2	74.035	2.3	0	2
6357	3	1	77.543	3.4	1	2
6358	3	1	80.915	0.3	1	3
6359	5	2	85.431	0.4	1	5
6360	2	1	70.054	0.6	0	3
6361	3	1	74.797	0.7	1	3
6362	2	3	78.199	0.8	0	3
6363	4	0	81.659	1	1	3
6364	2	1	86.853	1.2	0	3
6365	4	2	71.283	1.4	1	4
6366	3	1	75.518	1.8	1	3
6367	6	1	78.857	2.3	1	4
6368	1	2	82.454	3.6	0	1
6369	3	1	88.892	0.3	1	4
6370	2	1	72.311	0.4	0	3
6371	4	3	76.21	0.6	1	4
6372	2	0	79.524	0.7	0	3
6373	3	1	83.321	0.8	1	3
6374	3	1	93.789	1	1	4
6375	5	0	58.882	1.2	1	4
6376	2	1	72.537	1.5	0	2
6377	3	2	76.373	1.8	1	3
6378	2	1	79.686	2.4	0	2
6379	4	1	83.543	3.8	1	2
6380	2	2	66.682	0.3	0	3
6381	4	0	73.418	0.5	1	3
6382	3	1	77.042	0.6	1	4
6383	6	2	80.374	0.7	1	5
6384	2	1	84.549	0.9	0	3
6385	3	1	68.889	1	1	3
6386	2	2	74.223	1.2	0	2
6387	4	1	77.7	1.5	1	4
6388	2	1	81.09	1.9	0	2
6389	3	3	85.739	2.5	1	4
6390	3	0	70.374	4.1	1	1
6391	5	1	74.974	0.3	1	4
6392	2	2	78.356	0.5	0	3
6393	3	1	81.844	0.6	1	4
6394	2	1	87.263	0.7	1	3
6395	4	2	71.544	0.9	1	4
6396	2	1	75.686	1	0	3
6397	4	1	79.016	1.3	1	4
6398	3	3	82.654	1.5	1	4
6399	7	0	89.58	1.9	1	5
6400	1	1	62.722	2.6	0	1
6401	3	1	72.721	4.4	1	1
6402	2	0	76.508	0.3	1	2
6403	4	1	79.822	0.5	1	4
6404	2	2	83.733	0.6	0	3
6405	3	1	67.228	0.7	1	3
6406	2	1	73.584	0.9	0	3
6407	4	2	77.174	1.1	1	4
6408	2	0	80.515	1.3	0	2
6409	3	1	84.769	1.6	1	3
6410	2	2	69.223	2	0	2
6411	4	0	74.377	2.6	1	3
6412	2	1	77.832	4.9	0	0
6413	3	2	81.237	0.1	1	4
6414	3	1	86.01	0.4	1	4
